destination,date,passengers
WIEN-SCHWECHAT,2018-03-01,3967
ZURICH,2018-03-01,5754
FRANKFURT/MAIN,2018-03-01,7943
MUENCHEN,2018-03-01,9156
BARCELONA/EL PRAT,2018-03-01,4373
ADOLFO SUAREZ MADRID-BARAJAS,2018-03-01,4871
PARIS-CHARLES DE GAULLE,2018-03-01,4007
MILANO/MALPENSA,2018-03-01,5935
AMSTERDAM/SCHIPHOL,2018-03-01,7447
PORTO,2018-03-01,12584
LISBOA,2018-03-01,11985
LONDON/CITY,2018-03-01,7065
LONDON HEATHROW,2018-03-01,7250
LONDON STANSTED,2018-03-01,4893
WIEN-SCHWECHAT,2018-02-01,3232
ZURICH,2018-02-01,4327
FRANKFURT/MAIN,2018-02-01,6845
MUENCHEN,2018-02-01,7532
BARCELONA/EL PRAT,2018-02-01,3718
ADOLFO SUAREZ MADRID-BARAJAS,2018-02-01,4650
PARIS-CHARLES DE GAULLE,2018-02-01,3466
MILANO/MALPENSA,2018-02-01,5206
AMSTERDAM/SCHIPHOL,2018-02-01,6839
PORTO,2018-02-01,10761
LISBOA,2018-02-01,9175
LONDON/CITY,2018-02-01,5635
LONDON HEATHROW,2018-02-01,5717
LONDON STANSTED,2018-02-01,4397
WIEN-SCHWECHAT,2018-01-01,3701
ZURICH,2018-01-01,4696
FRANKFURT/MAIN,2018-01-01,7250
MUENCHEN,2018-01-01,7315
BARCELONA/EL PRAT,2018-01-01,3875
ADOLFO SUAREZ MADRID-BARAJAS,2018-01-01,5279
PARIS-CHARLES DE GAULLE,2018-01-01,4517
MILANO/MALPENSA,2018-01-01,5425
AMSTERDAM/SCHIPHOL,2018-01-01,6734
PORTO,2018-01-01,13673
LISBOA,2018-01-01,11038
LONDON/CITY,2018-01-01,6169
LONDON HEATHROW,2018-01-01,5525
LONDON STANSTED,2018-01-01,4281
WIEN-SCHWECHAT,2017-12-01,4249
GENEVA,2017-12-01,2047
ZURICH,2017-12-01,5625
FRANKFURT/MAIN,2017-12-01,7316
MUENCHEN,2017-12-01,8116
BERLIN-TEGEL,2017-12-01,2680
KOBENHAVN/KASTRUP,2017-12-01,2560
BARCELONA/EL PRAT,2017-12-01,3489
ADOLFO SUAREZ MADRID-BARAJAS,2017-12-01,4356
MALAGA/COSTA DEL SOL,2017-12-01,904
PALMA DE MALLORCA,2017-12-01,454
NICE-COTE D'AZUR,2017-12-01,1534
PARIS-CHARLES DE GAULLE,2017-12-01,4510
MILANO/MALPENSA,2017-12-01,5507
BERGAMO/ORIO AL SERIO,2017-12-01,2269
ROMA/FIUMICINO,2017-12-01,1704
AMSTERDAM/SCHIPHOL,2017-12-01,7053
WARSZAWA/CHOPINA,2017-12-01,1789
PORTO,2017-12-01,12872
LISBOA,2017-12-01,9462
ISTANBUL/ATATURK,2017-12-01,2196
LONDON GATWICK,2017-12-01,3919
LONDON/CITY,2017-12-01,6533
LONDON HEATHROW,2017-12-01,7043
LONDON STANSTED,2017-12-01,4230
WIEN-SCHWECHAT,2017-11-01,4311
GENEVA,2017-11-01,2690
ZURICH,2017-11-01,5672
FRANKFURT/MAIN,2017-11-01,9726
MUENCHEN,2017-11-01,9067
BERLIN-TEGEL,2017-11-01,3036
KOBENHAVN/KASTRUP,2017-11-01,2654
BARCELONA/EL PRAT,2017-11-01,4010
ADOLFO SUAREZ MADRID-BARAJAS,2017-11-01,5204
MALAGA/COSTA DEL SOL,2017-11-01,1430
PALMA DE MALLORCA,2017-11-01,1265
NICE-COTE D'AZUR,2017-11-01,1814
PARIS-CHARLES DE GAULLE,2017-11-01,4705
MILANO/MALPENSA,2017-11-01,6760
BERGAMO/ORIO AL SERIO,2017-11-01,2431
ROMA/FIUMICINO,2017-11-01,1882
AMSTERDAM/SCHIPHOL,2017-11-01,8269
WARSZAWA/CHOPINA,2017-11-01,2109
PORTO,2017-11-01,12468
LISBOA,2017-11-01,11062
ISTANBUL/ATATURK,2017-11-01,2758
LONDON GATWICK,2017-11-01,2297
LONDON/CITY,2017-11-01,7708
LONDON HEATHROW,2017-11-01,6821
LONDON STANSTED,2017-11-01,4708
WIEN-SCHWECHAT,2017-10-01,4591
GENEVA,2017-10-01,2427
ZURICH,2017-10-01,5120
FRANKFURT/MAIN,2017-10-01,7978
MUENCHEN,2017-10-01,10162
BERLIN-TEGEL,2017-10-01,2785
KOBENHAVN/KASTRUP,2017-10-01,2455
BARCELONA/EL PRAT,2017-10-01,3524
ADOLFO SUAREZ MADRID-BARAJAS,2017-10-01,5268
MALAGA/COSTA DEL SOL,2017-10-01,2814
PALMA DE MALLORCA,2017-10-01,5639
NICE-COTE D'AZUR,2017-10-01,2725
PARIS-CHARLES DE GAULLE,2017-10-01,4532
MILANO/MALPENSA,2017-10-01,6887
BERGAMO/ORIO AL SERIO,2017-10-01,2512
ROMA/FIUMICINO,2017-10-01,3142
AMSTERDAM/SCHIPHOL,2017-10-01,7504
WARSZAWA/CHOPINA,2017-10-01,2043
PORTO,2017-10-01,12196
LISBOA,2017-10-01,12412
ISTANBUL/ATATURK,2017-10-01,3541
LONDON GATWICK,2017-10-01,2699
LONDON/CITY,2017-10-01,7859
LONDON HEATHROW,2017-10-01,6799
LONDON STANSTED,2017-10-01,4868
WIEN-SCHWECHAT,2017-09-01,4816
GENEVA,2017-09-01,2317
ZURICH,2017-09-01,6336
FRANKFURT/MAIN,2017-09-01,7557
MUENCHEN,2017-09-01,10454
BERLIN-TEGEL,2017-09-01,2935
KOBENHAVN/KASTRUP,2017-09-01,2666
BARCELONA/EL PRAT,2017-09-01,3766
ADOLFO SUAREZ MADRID-BARAJAS,2017-09-01,5048
MALAGA/COSTA DEL SOL,2017-09-01,3095
PALMA DE MALLORCA,2017-09-01,7816
NICE-COTE D'AZUR,2017-09-01,3619
PARIS-CHARLES DE GAULLE,2017-09-01,5185
MILANO/MALPENSA,2017-09-01,6726
BERGAMO/ORIO AL SERIO,2017-09-01,2540
ROMA/FIUMICINO,2017-09-01,3151
AMSTERDAM/SCHIPHOL,2017-09-01,7371
WARSZAWA/CHOPINA,2017-09-01,2101
PORTO,2017-09-01,14625
LISBOA,2017-09-01,11970
ISTANBUL/ATATURK,2017-09-01,4196
LONDON GATWICK,2017-09-01,2070
LONDON/CITY,2017-09-01,7148
LONDON HEATHROW,2017-09-01,6549
LONDON STANSTED,2017-09-01,4315
WIEN-SCHWECHAT,2017-08-01,4399
GENEVA,2017-08-01,1172
ZURICH,2017-08-01,5469
FRANKFURT/MAIN,2017-08-01,7135
MUENCHEN,2017-08-01,8371
BERLIN-TEGEL,2017-08-01,2545
KOBENHAVN/KASTRUP,2017-08-01,2507
BARCELONA/EL PRAT,2017-08-01,3899
ADOLFO SUAREZ MADRID-BARAJAS,2017-08-01,5564
MALAGA/COSTA DEL SOL,2017-08-01,3334
PALMA DE MALLORCA,2017-08-01,7723
NICE-COTE D'AZUR,2017-08-01,4043
PARIS-CHARLES DE GAULLE,2017-08-01,4526
MILANO/MALPENSA,2017-08-01,4709
BERGAMO/ORIO AL SERIO,2017-08-01,2901
ROMA/FIUMICINO,2017-08-01,3249
AMSTERDAM/SCHIPHOL,2017-08-01,6031
WARSZAWA/CHOPINA,2017-08-01,1932
PORTO,2017-08-01,16818
LISBOA,2017-08-01,11596
ISTANBUL/ATATURK,2017-08-01,4519
LONDON GATWICK,2017-08-01,2425
LONDON/CITY,2017-08-01,5912
LONDON HEATHROW,2017-08-01,6551
LONDON STANSTED,2017-08-01,5403
WIEN-SCHWECHAT,2017-07-01,4277
GENEVA,2017-07-01,1675
ZURICH,2017-07-01,5178
FRANKFURT/MAIN,2017-07-01,7069
MUENCHEN,2017-07-01,8521
BERLIN-TEGEL,2017-07-01,2712
KOBENHAVN/KASTRUP,2017-07-01,2479
BARCELONA/EL PRAT,2017-07-01,3698
ADOLFO SUAREZ MADRID-BARAJAS,2017-07-01,5043
MALAGA/COSTA DEL SOL,2017-07-01,2783
PALMA DE MALLORCA,2017-07-01,7288
NICE-COTE D'AZUR,2017-07-01,3639
PARIS-CHARLES DE GAULLE,2017-07-01,4232
MILANO/MALPENSA,2017-07-01,5862
BERGAMO/ORIO AL SERIO,2017-07-01,2567
ROMA/FIUMICINO,2017-07-01,2871
AMSTERDAM/SCHIPHOL,2017-07-01,6399
WARSZAWA/CHOPINA,2017-07-01,1982
PORTO,2017-07-01,9545
LISBOA,2017-07-01,9318
ISTANBUL/ATATURK,2017-07-01,2930
LONDON GATWICK,2017-07-01,2558
LONDON/CITY,2017-07-01,7145
LONDON HEATHROW,2017-07-01,6734
LONDON STANSTED,2017-07-01,5288
WIEN-SCHWECHAT,2017-06-01,4674
GENEVA,2017-06-01,2612
ZURICH,2017-06-01,5607
FRANKFURT/MAIN,2017-06-01,7079
MUENCHEN,2017-06-01,9377
BERLIN-TEGEL,2017-06-01,3021
KOBENHAVN/KASTRUP,2017-06-01,2952
BARCELONA/EL PRAT,2017-06-01,3536
ADOLFO SUAREZ MADRID-BARAJAS,2017-06-01,5184
MALAGA/COSTA DEL SOL,2017-06-01,2694
PALMA DE MALLORCA,2017-06-01,7194
NICE-COTE D'AZUR,2017-06-01,3438
PARIS-CHARLES DE GAULLE,2017-06-01,4123
MILANO/MALPENSA,2017-06-01,6877
BERGAMO/ORIO AL SERIO,2017-06-01,2475
ROMA/FIUMICINO,2017-06-01,2980
AMSTERDAM/SCHIPHOL,2017-06-01,7895
WARSZAWA/CHOPINA,2017-06-01,2002
PORTO,2017-06-01,11819
LISBOA,2017-06-01,11428
ISTANBUL/ATATURK,2017-06-01,2443
LONDON GATWICK,2017-06-01,2346
LONDON/CITY,2017-06-01,7928
LONDON HEATHROW,2017-06-01,6190
LONDON STANSTED,2017-06-01,4608
WIEN-SCHWECHAT,2017-05-01,4587
GENEVA,2017-05-01,2576
ZURICH,2017-05-01,6069
FRANKFURT/MAIN,2017-05-01,7349
MUENCHEN,2017-05-01,9254
BERLIN-TEGEL,2017-05-01,2935
KOBENHAVN/KASTRUP,2017-05-01,2809
BARCELONA/EL PRAT,2017-05-01,3165
ADOLFO SUAREZ MADRID-BARAJAS,2017-05-01,5312
MALAGA/COSTA DEL SOL,2017-05-01,2763
PALMA DE MALLORCA,2017-05-01,5326
NICE-COTE D'AZUR,2017-05-01,3128
PARIS-CHARLES DE GAULLE,2017-05-01,4045
MILANO/MALPENSA,2017-05-01,7298
BERGAMO/ORIO AL SERIO,2017-05-01,2482
ROMA/FIUMICINO,2017-05-01,3172
AMSTERDAM/SCHIPHOL,2017-05-01,7693
WARSZAWA/CHOPINA,2017-05-01,1850
PORTO,2017-05-01,12450
LISBOA,2017-05-01,11094
ISTANBUL/ATATURK,2017-05-01,2558
LONDON GATWICK,2017-05-01,2521
LONDON/CITY,2017-05-01,7980
LONDON HEATHROW,2017-05-01,6190
LONDON STANSTED,2017-05-01,5053
WIEN-SCHWECHAT,2017-04-01,4711
GENEVA,2017-04-01,2104
ZURICH,2017-04-01,6426
FRANKFURT/MAIN,2017-04-01,7578
MUENCHEN,2017-04-01,8865
BERLIN-TEGEL,2017-04-01,2647
KOBENHAVN/KASTRUP,2017-04-01,2582
BARCELONA/EL PRAT,2017-04-01,3240
ADOLFO SUAREZ MADRID-BARAJAS,2017-04-01,5536
MALAGA/COSTA DEL SOL,2017-04-01,2502
PALMA DE MALLORCA,2017-04-01,3463
NICE-COTE D'AZUR,2017-04-01,2834
PARIS-CHARLES DE GAULLE,2017-04-01,4453
MILANO/MALPENSA,2017-04-01,7120
BERGAMO/ORIO AL SERIO,2017-04-01,2614
ROMA/FIUMICINO,2017-04-01,3268
AMSTERDAM/SCHIPHOL,2017-04-01,7026
WARSZAWA/CHOPINA,2017-04-01,1266
PORTO,2017-04-01,12984
LISBOA,2017-04-01,11826
ISTANBUL/ATATURK,2017-04-01,3120
LONDON GATWICK,2017-04-01,3037
LONDON/CITY,2017-04-01,7717
LONDON HEATHROW,2017-04-01,6653
LONDON STANSTED,2017-04-01,5172
WIEN-SCHWECHAT,2017-03-01,3565
GENEVA,2017-03-01,3005
ZURICH,2017-03-01,5497
FRANKFURT/MAIN,2017-03-01,8265
MUENCHEN,2017-03-01,8741
BERLIN-TEGEL,2017-03-01,2349
KOBENHAVN/KASTRUP,2017-03-01,1955
BARCELONA/EL PRAT,2017-03-01,1767
ADOLFO SUAREZ MADRID-BARAJAS,2017-03-01,3039
MALAGA/COSTA DEL SOL,2017-03-01,948
PALMA DE MALLORCA,2017-03-01,1129
NICE-COTE D'AZUR,2017-03-01,1744
PARIS-CHARLES DE GAULLE,2017-03-01,4205
MILANO/MALPENSA,2017-03-01,6578
BERGAMO/ORIO AL SERIO,2017-03-01,271
ROMA/FIUMICINO,2017-03-01,2079
AMSTERDAM/SCHIPHOL,2017-03-01,6799
WARSZAWA/CHOPINA,2017-03-01,1128
PORTO,2017-03-01,11332
LISBOA,2017-03-01,8559
ISTANBUL/ATATURK,2017-03-01,1624
LONDON GATWICK,2017-03-01,2864
LONDON/CITY,2017-03-01,7052
LONDON HEATHROW,2017-03-01,6109
LONDON STANSTED,2017-03-01,4683
WIEN-SCHWECHAT,2017-02-01,3332
GENEVA,2017-02-01,2117
ZURICH,2017-02-01,4388
FRANKFURT/MAIN,2017-02-01,6924
MUENCHEN,2017-02-01,7746
BERLIN-TEGEL,2017-02-01,2053
KOBENHAVN/KASTRUP,2017-02-01,1584
BARCELONA/EL PRAT,2017-02-01,1357
ADOLFO SUAREZ MADRID-BARAJAS,2017-02-01,2081
MALAGA/COSTA DEL SOL,2017-02-01,865
PALMA DE MALLORCA,2017-02-01,748
NICE-COTE D'AZUR,2017-02-01,1421
PARIS-CHARLES DE GAULLE,2017-02-01,3359
MILANO/MALPENSA,2017-02-01,5315
ROMA/FIUMICINO,2017-02-01,1401
AMSTERDAM/SCHIPHOL,2017-02-01,5438
WARSZAWA/CHOPINA,2017-02-01,941
PORTO,2017-02-01,9905
LISBOA,2017-02-01,7194
ISTANBUL/ATATURK,2017-02-01,1311
LONDON GATWICK,2017-02-01,2507
LONDON/CITY,2017-02-01,6218
LONDON HEATHROW,2017-02-01,5463
LONDON STANSTED,2017-02-01,4335
WIEN-SCHWECHAT,2017-01-01,3708
GENEVA,2017-01-01,2031
ZURICH,2017-01-01,4596
FRANKFURT/MAIN,2017-01-01,7396
MUENCHEN,2017-01-01,7657
BERLIN-TEGEL,2017-01-01,2064
KOBENHAVN/KASTRUP,2017-01-01,1734
BARCELONA/EL PRAT,2017-01-01,1526
ADOLFO SUAREZ MADRID-BARAJAS,2017-01-01,2618
MALAGA/COSTA DEL SOL,2017-01-01,955
PALMA DE MALLORCA,2017-01-01,398
NICE-COTE D'AZUR,2017-01-01,1450
PARIS-CHARLES DE GAULLE,2017-01-01,3930
MILANO/MALPENSA,2017-01-01,5587
ROMA/FIUMICINO,2017-01-01,1551
AMSTERDAM/SCHIPHOL,2017-01-01,5687
WARSZAWA/CHOPINA,2017-01-01,1016
PORTO,2017-01-01,13713
LISBOA,2017-01-01,7562
ISTANBUL/ATATURK,2017-01-01,1848
LONDON GATWICK,2017-01-01,2341
LONDON/CITY,2017-01-01,5781
LONDON HEATHROW,2017-01-01,4962
LONDON STANSTED,2017-01-01,4430
WIEN-SCHWECHAT,2016-12-01,4141
